Speed Left,Speed Right0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,10.00
30.00,40.00
80.00,80.00
80.00,110.00
100.00,110.00
90.00,120.00
100.00,120.00
100.00,120.00
100.00,110.00
100.00,110.00
100.00,120.00
100.00,120.00
100.00,120.00
100.00,120.00
100.00,120.00
100.00,120.00
100.00,100.00
100.00,120.00
100.00,120.00
110.00,120.00
100.00,120.00
100.00,120.00
100.00,110.00
100.00,110.00
100.00,120.00
110.00,120.00
100.00,120.00
100.00,120.00
100.00,120.00
100.00,100.00
100.00,120.00
100.00,120.00
110.00,120.00
100.00,110.00
100.00,110.00
110.00,120.00
100.00,120.00
100.00,110.00
100.00,110.00
100.00,120.00
100.00,110.00
110.00,110.00
100.00,120.00
100.00,120.00
110.00,100.00
100.00,120.00
100.00,120.00
100.00,100.00
110.00,120.00
100.00,120.00
100.00,100.00
100.00,120.00
110.00,120.00
100.00,100.00
100.00,120.00
110.00,110.00
100.00,110.00
110.00,120.00
100.00,100.00
100.00,120.00
110.00,120.00
100.00,100.00
110.00,120.00
100.00,110.00
100.00,110.00
100.00,110.00
110.00,110.00
100.00,120.00
110.00,100.00
100.00,120.00
100.00,100.00
110.00,120.00
110.00,110.00
100.00,110.00
100.00,120.00
110.00,100.00
100.00,120.00
110.00,110.00
100.00,110.00
100.00,110.00
110.00,110.00
110.00,120.00
100.00,100.00
100.00,120.00
110.00,100.00
110.00,120.00
100.00,110.00
100.00,110.00
110.00,110.00
110.00,110.00
100.00,110.00
100.00,110.00
110.00,120.00
100.00,100.00
110.00,110.00
100.00,110.00
110.00,120.00
100.00,100.00
110.00,120.00
100.00,100.00
110.00,120.00
100.00,100.00
110.00,120.00
100.00,100.00
110.00,120.00
100.00,100.00
110.00,120.00

Brownout detector was triggered

60.00,60.00
110.00,120.00
100.00,100.00
110.00,120.00
100.00,100.00
110.00,100.00
110.00,120.00
100.00,100.00
110.00,120.00
100.00,100.00
110.00,110.00
100.00,110.00
110.00,100.00
110.00,120.00
100.00,100.00
110.00,120.00
110.00,100.00
100.00,110.00
110.00,110.00
100.00,100.00
110.00,120.00
100.00,100.00
110.00,100.00
110.00,120.00
100.00,100.00
110.00,120.00
